movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,no_reported_box_office
Valentine's Day,2010,52000000,110485654,107083674,217569328,2,165569328,0.7609957227059138,3.1840255384615386,0.4921818483531833,2010 Valentine's Day,11.187,2/11/2010,en,5.8,1907,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
The Change-Up,2011,52000000,37243418,38753649,75997067,8,23997067,0.3157630675404881,0.4614820576923077,0.5099361137187044,2011 The Change-Up,12.122,8/5/2011,en,6,1406,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Alpha,2018,51000000,35851379,63773494,99624873,8,48624873,0.4880796485431906,0.9534288823529412,0.6401362639629161,2018 Alpha,24.536,8/17/2018,en,5.9,1167,"Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Adjustment Bureau,2011,50200000,62495645,64435680,126931325,3,76731325,0.6045105493068791,1.5285124501992031,0.5076420655027433,2011 The Adjustment Bureau,13.717,3/4/2011,en,6.6,2615,"Science Fiction,Thriller,Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,FALSE
Ted,2012,50000000,218665740,337350887,556016627,6,506016627,0.9100746316350716,10.12033254,0.6067280556342067,2012 Ted,14.475,6/29/2012,en,6.3,7727,"Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
22 Jump Street,2014,50000000,191719337,139614539,331333876,6,281333876,0.849094815,5.62667752,0.4213711579554878,2014 22 Jump Street,11.176,6/13/2014,en,6.9,5167,"Crime,Comedy,Action",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Central Intelligence,2016,50000000,127440871,89753934,217194805,6,167194805,0.769791916,3.3438961,0.4132416242644477,2016 Central Intelligence,14.478,6/17/2016,en,6.3,3133,"Action,Comedy,Mystery",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
Anchorman 2: The Legend Continues,2013,50000000,127352707,44833047,172185754,12,122185754,0.7096159302470517,2.44371508,0.2603760529457042,2013 Anchorman 2: The Legend Continues,12.08,12/18/2013,en,6.1,1408,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Super 8,2011,50000000,127004179,130968566,257972745,6,207972745,0.8061810754465554,4.1594549,0.5076837322485366,2011 Super 8,14.39,6/9/2011,en,6.7,3934,"Thriller,Science Fiction,Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,FALSE
Creed II,2018,50000000,115715889,97875633,213591522,11,163591522,0.7659083116604225,3.27183044,0.4582374435254972,2018 Creed II,26.907,11/21/2018,en,6.7,2236,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Peter Rabbit,2018,50000000,115234093,231902384,347136477,2,297136477,0.8559644309577987,5.94272954,0.6680438368336612,2018 Peter Rabbit,15.974,2/9/2018,en,6.5,650,"Animation,Adventure,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Mule,2018,50000000,103804407,67053269,170857676,12,120857676,0.7073587726898498,2.41715352,0.392451019,2018 The Mule,33.83,12/14/2018,en,6.5,1584,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Non-Stop,2014,50000000,91742160,130640895,222383055,2,172383055,0.7751627254153874,3.4476611,0.5874588556218908,2014 Non-Stop,13.562,2/28/2014,en,6.8,3330,"Action,Thriller,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE
The Emoji Movie,2017,50000000,86089513,130472799,216562312,7,166562312,0.7691195686902346,3.33124624,0.6024723221462468,2017 The Emoji Movie,14.88,7/23/2017,en,5.4,1447,"Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Post,2017,50000000,81903458,97845422,179748880,12,129748880,0.7218341499540915,2.5949776,0.5443450996746128,2017 The Post,15.551,12/22/2017,en,7,2506,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
We Bought a Zoo,2011,50000000,75624550,43104523,118729073,12,68729073,0.5788731543452714,1.37458146,0.3630494360888339,2011 We Bought a Zoo,9.931,12/23/2011,en,6.7,1523,"Drama,Comedy,Family",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Moneyball,2011,50000000,75605492,35695343,111300835,9,61300835,0.5507670719631169,1.2260167,0.3207104690634171,2011 Moneyball,15.393,9/22/2011,en,7.1,2255,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
American Reunion,2012,50000000,56758835,180040376,236799211,4,186799211,0.7888506478174034,3.73598422,0.7603081751822222,2012 American Reunion,17.199,4/6/2012,en,6.2,2679,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hansel & Gretel: Witch Hunters,2013,50000000,55703475,159246241,214949716,1,164949716,0.767387457,3.29899432,0.7408534608159241,2013 Hansel & Gretel: Witch Hunters,15.982,1/25/2013,en,5.9,4548,"Fantasy,Horror,Action",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
13 Hours: The Secret Soldiers of Benghazi,2016,50000000,52853219,16558151,69411370,1,19411370,0.2796569207609646,0.3882274,0.2385509895568982,2016 13 Hours: The Secret Soldiers of Benghazi,21.486,1/15/2016,en,7,1573,"Action,Drama,History,Thriller,War",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,FALSE
American Made,2017,50000000,51342000,84227212,135569212,9,85569212,0.6311846970092295,1.71138424,0.6212856942769572,2017 American Made,16.748,9/29/2017,en,6.7,2188,"Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Book of Life,2014,50000000,50151543,47500000,97651543,10,47651543,0.4879753205742996,0.95303086,0.4864234454544154,2014 The Book of Life,11.392,10/17/2014,en,7.4,1228,"Romance,Animation,Adventure,Comedy,Family,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,FALSE
Into the Storm,2014,50000000,47602194,102827177,150429371,8,100429371,0.6676181009890682,2.00858742,0.6835578472238643,2014 Into the Storm,8.884,8/8/2014,en,5.8,1169,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Judge,2014,50000000,47119388,29000000,76119388,10,26119388,0.3431371255901321,0.52238776,0.3809804671577233,2014 The Judge,16.464,10/10/2014,en,7.3,2356,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
War Dogs,2016,50000000,43034523,43199980,86234503,8,36234503,0.4201856767238515,0.72469006,0.500959343,2016 War Dogs,10.654,8/19/2016,en,6.8,2387,"Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Nice Guys,2016,50000000,36261763,23334984,59596747,5,9596747,0.1610280339629946,0.19193494,0.3915479480784413,2016 The Nice Guys,13.743,5/20/2016,en,7.1,4272,"Comedy,Crime,Mystery",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
Marmaduke,2010,50000000,33644788,56251142,89895930,6,39895930,0.4438012933399766,0.7979186,0.6257362485709864,2010 Marmaduke,8.487,6/4/2010,en,5.1,367,"Family,Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hereafter,2010,50000000,32746941,75913329,108660270,10,58660270,0.5398502138822221,1.1732054,0.6986300420567702,2010 Hereafter,7.886,10/22/2010,en,5.9,848,"Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Assassins,1995,50000000,30306268,53000000,83306268,10,33306268,0.3998050662886495,0.66612536,0.6362066297340315,1995 Assassins,10.579,10/6/1995,en,6.2,666,"Action,Adventure,Crime,Thriller",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Zoolander 2,2016,50000000,28848693,26500000,55348693,2,5348693,0.096636302,0.10697386,0.4787827600554181,2016 Zoolander 2,12.997,2/12/2016,en,4.7,1374,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Host,2013,50000000,26623701,37853350,64477051,3,14477051,0.2245302906300724,0.28954102,0.587082526,2013 The Host,11.458,3/29/2013,en,6.2,2788,"Action,Adventure,Romance,Science Fiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,FALSE
Run All Night,2015,50000000,26461644,40500000,66961644,3,16961644,0.2533038764699385,0.33923288,0.6048238600593498,2015 Run All Night,17.592,3/13/2015,en,6.4,1684,"Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Blood Work,2002,50000000,26199517,0,26199517,8,-23800483,-0.908432129,-0.47600966,0,2002 Blood Work,9.839,8/6/2002,en,6.2,356,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Your Highness,2011,50000000,21596445,4525193,26121638,4,-23878362,-0.914121925,-0.47756724,0.1732354226790831,2011 Your Highness,12.254,4/8/2011,en,5.3,735,"Comedy,Adventure,Fantasy",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Snowden,2016,50000000,21587519,13793399,35380918,9,-14619082,-0.413191144,-0.29238164,0.3898541863724395,2016 Snowden,13.703,9/16/2016,en,7.1,2427,"Drama,History,Crime,Thriller",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,FALSE
Dream House,2011,50000000,21302340,20339826,41642166,9,-8357834,-0.200706034,-0.16715668,0.488443036,2011 Dream House,9.047,9/30/2011,en,6,670,"Drama,Thriller,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,FALSE
Free State of Jones,2016,50000000,20810036,2427216,23237252,6,-26762748,-1.151717423,-0.53525496,0.1044536591504021,2016 Free State of Jones,8.574,6/24/2016,en,6.6,787,"Action,Drama,History,War",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FALSE
Beautiful Creatures,2013,50000000,19452138,40830738,60282876,2,10282876,0.1705770640405411,0.20565752,0.6773190117870289,2013 Beautiful Creatures,11.198,2/14/2013,en,5.7,1826,"Fantasy,Drama,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,FALSE
Drive Angry,2011,50000000,10721033,30321550,41042583,2,-8957417,-0.218246912,-0.17914834,0.7387826930873235,2011 Drive Angry,14.096,2/24/2011,en,5.3,959,"Fantasy,Thriller,Action,Crime",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE
Early Man,2018,50000000,8267544,37018346,45285890,2,-4714110,-0.104096662,-0.0942822,0.817436645,2018 Early Man,16.675,2/16/2018,en,5.9,338,"Family,Comedy,Animation,Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Child 44,2015,50000000,1224330,6779891,8004221,4,-41995779,-5.246704083,-0.83991558,0.8470394558071298,2015 Child 44,26.386,4/17/2015,en,6.2,903,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Upside Down,2013,50000000,102118,26284921,26387039,3,-23612961,-0.894869674,-0.47225922,0.9961299939716616,2013 Upside Down,12.454,3/14/2013,en,6.2,1645,"Romance,Science Fiction,Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,FALSE
Chappie,2015,49000000,31569268,73432788,105002056,3,56002056,0.5333424709321882,1.1428991020408164,0.6993461918498053,2015 Chappie,24.52,3/6/2015,en,6.7,4995,"Crime,Action,Science Fiction",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Anna Karenina,2012,49000000,12816367,58188260,71004627,11,22004627,0.3099041277971927,0.4490740204081632,0.8194995517686474,2012 Anna Karenina,9.987,11/16/2012,en,6.7,1265,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
Taken 3,2015,48000000,89256424,238400000,327656424,1,279656424,0.8535050849483726,5.8261755,0.7275914114230826,2015 Taken 3,27.679,1/9/2015,en,6.1,3406,"Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Instant Family,2018,48000000,67363237,52372951,119736188,11,71736188,0.5991186891635468,1.4945039166666667,0.4374028593594444,2018 Instant Family,22.634,11/16/2018,en,7.6,782,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Tooth Fairy,2010,48000000,60022256,52588130,112610386,1,64610386,0.5737515720796836,1.3460497083333334,0.4669918279118588,2010 Tooth Fairy,12.65,1/22/2010,en,5.3,1058,"Comedy,Family,Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE
The Infiltrator,2016,47500000,15436808,5281296,20718104,7,-26781896,-1.292680836,-0.563829389,0.2549121290249339,2016 The Infiltrator,9.588,7/13/2016,en,6.6,943,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Arrival,2016,47000000,100546139,102581755,203127894,11,156127894,0.7686186811940264,3.321870085106383,0.5050106756878994,2016 Arrival,25.442,11/11/2016,en,7.4,10387,"Drama,Science Fiction,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,FALSE
Jonah Hex,2010,47000000,10547117,475579,11022696,6,-35977304,-3.263929623,-0.765474553,0.043145434,2010 Jonah Hex,13.467,6/18/2010,en,4.6,708,"Action,Western,Drama,Fantasy,Thriller",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,FALSE
Silence,2016,46500000,7100177,16626449,23726626,12,-22773374,-0.959823533,-0.489749978,0.7007506672040096,2016 Silence,10.617,12/23/2016,en,7.1,1560,"Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
Prisoners,2013,46000000,61002302,52400000,113402302,9,67402302,0.5943644953521314,1.465267434782609,0.4620717487727894,2013 Prisoners,14.358,9/21/2013,en,8,5785,"Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Taken 2,2012,45000000,139854287,237953117,377807404,10,332807404,0.8808916936948118,7.395720088888889,0.6298265054646732,2012 Taken 2,16.078,10/4/2012,en,6.2,4035,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Pitch Perfect 3,2017,45000000,104897530,80838882,185736412,12,140736412,0.7577211731644735,3.1274758222222223,0.4352344331923457,2017 Pitch Perfect 3,14.89,12/22/2017,en,6.5,1884,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
The Muppets,2011,45000000,88625922,72346000,160971922,11,115971922,0.7204481412603124,2.5771538222222223,0.4494324171640318,2011 The Muppets,11.324,11/23/2011,en,6.6,831,"Comedy,Family,Music",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,FALSE
The Girl on the Train,2016,45000000,75395035,98883179,174278214,10,129278214,0.7417921668625775,2.8728492,0.5673869196295528,2016 The Girl on the Train,11.927,10/7/2016,en,6.3,3479,"Crime,Drama,Mystery,Romance,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,FALSE
Blade,1998,45000000,70141876,61095812,131237688,8,86237688,0.6571106921664149,1.9163930666666664,0.4655355708491299,1998 Blade,17.175,8/21/1998,en,6.6,3137,"Horror,Action",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE
The Bounty Hunter,2010,45000000,67061228,68747609,135808837,3,90808837,0.6686519007595949,2.017974155555556,0.5062086570993903,2010 The Bounty Hunter,9.861,3/19/2010,en,5.7,1627,"Action,Comedy,Drama",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Office Christmas Party,2016,45000000,54767494,36555805,91323299,12,46323299,0.507245134,1.0294066444444443,0.4002900179942032,2016 Office Christmas Party,10.729,12/9/2016,en,5.6,1191,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Savages,2012,45000000,47323100,35190390,82513490,7,37513490,0.4546346300465536,0.8336331111111112,0.426480446,2012 Savages,7.504,7/6/2012,en,6.3,1246,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Blended,2014,45000000,46290741,81700000,127990741,5,82990741,0.6484120675572931,1.8442386888888889,0.638327424,2014 Blended,10.613,5/23/2014,en,6.7,1709,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
All Eyez on Me,2017,45000000,44922302,9954553,54876855,6,9876855,0.179982162,0.2194856666666666,0.181398023,2017 All Eyez on Me,7.249,6/16/2017,en,6.4,695,"Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
The Ghost Writer,2010,45000000,15541549,49990942,65532491,2,20532491,0.3133177250960901,0.4562775777777778,0.7628420839366536,2010 The Ghost Writer,7.829,2/12/2010,en,6.8,1135,"Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE
Dredd,2012,45000000,13414714,28052892,41467606,9,-3532394,-0.085184421,-0.078497644,0.6765013634980519,2012 Dredd,13.223,9/21/2012,en,6.7,2788,"Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
The Rum Diary,2011,45000000,13109815,8434917,21544732,10,-23455268,-1.088677641,-0.521228178,0.3915071675061913,2011 The Rum Diary,12.011,10/27/2011,en,5.7,652,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Welcome to Marwen,2018,45000000,10763520,2111402,12874922,12,-32125078,-2.495166806,-0.713890622,0.1639933818628182,2018 Welcome to Marwen,22.032,12/21/2018,en,6.6,286,"Drama,Comedy,Fantasy",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
Johnny English Reborn,2011,45000000,8406711,156233690,164640401,10,119640401,0.7266770505497008,2.6586755777777777,0.9489389545400828,2011 Johnny English Reborn,15.542,10/21/2011,en,6.1,1810,"Crime,Adventure,Action,Comedy,Thriller",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Argo,2012,44500000,136025503,91115254,227140757,10,182640757,0.8040862389130806,4.104286674157303,0.4011400472703364,2012 Argo,15.793,10/12/2012,en,7.2,5127,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Charlie St. Cloud,2010,44000000,31206263,17271821,48478084,7,4478084,0.09237337,0.1017746363636363,0.3562810155615886,2010 Charlie St. Cloud,9.454,5/1/2010,en,6.9,1398,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
The Interview,2014,44000000,6105175,6237457,12342632,2,-31657368,-2.564879841,-0.719485636,0.5053587435807857,2014 The Interview,15.501,12/25/2014,en,6.2,3579,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Heat,2013,43000000,159581587,70146187,229727774,6,186727774,0.8128219359318739,4.342506372093023,0.3053448252190873,2013 The Heat,16.912,6/28/2013,en,6.6,2441,"Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Mechanic,2011,42500000,29121498,47225895,76347393,1,33847393,0.4433339721239728,0.7964092470588235,0.6185659148833019,2011 The Mechanic,14.387,1/28/2011,en,6.3,1676,"Action,Thriller,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
21 Jump Street,2012,42000000,138447667,64364762,202812429,3,160812429,0.7929121000764702,3.828867357142857,0.3173610331347099,2012 21 Jump Street,14.836,3/12/2012,en,6.8,6527,"Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Snatched,2017,42000000,45852178,11999999,57852177,5,15852177,0.2740117627725574,0.3774327857142857,0.2074251933509779,2017 Snatched,10.92,5/12/2017,en,5.3,495,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Here Comes the Boom,2012,42000000,45290318,27948940,73239258,10,31239258,0.4265370629505831,0.7437918571428571,0.3816114576147126,2012 Here Comes the Boom,10.265,10/12/2012,en,6,812,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Red Riding Hood,2011,42000000,37662162,54016280,91678442,3,49678442,0.5418770314617694,1.1828200476190476,0.5891928224521965,2011 Red Riding Hood,11.856,3/11/2011,en,5.9,1884,"Fantasy,Thriller,Horror",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,FALSE
Holmes & Watson,2018,42000000,30568743,11357862,41926605,12,-73395,-0.001750559,-0.0017475,0.2708986811596121,2018 Holmes & Watson,19.331,12/25/2018,en,4.1,217,"Mystery,Adventure,Comedy,Crime",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
One for the Money,2012,42000000,26414527,9782694,36197221,1,-5802779,-0.160310069,-0.138161405,0.2702609131236897,2012 One for the Money,8.62,1/27/2012,en,5.5,615,"Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Man on a Ledge,2012,42000000,18620000,31001440,49621440,1,7621440,0.1535916732767126,0.1814628571428571,0.624758975,2012 Man on a Ledge,11.263,1/27/2012,en,6.3,1460,"Action,Thriller,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
The Warrior's Way,2010,42000000,5666340,2847985,8514325,12,-33485675,-3.932863145,-0.797277976,0.3344933391666397,2010 The Warrior's Way,8.259,12/3/2010,en,6.1,203,"Adventure,Fantasy,Action,Western,Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,FALSE
The Big Year,2011,41000000,7204138,480386,7684524,10,-33315476,-4.335398783,-0.812572585,0.062513436,2011 The Big Year,7.077,10/14/2011,en,5.8,393,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Karate Kid,2010,40000000,176591618,175183320,351774938,6,311774938,0.886290933,7.79437345,0.4979982968542233,2010 The Karate Kid,12.256,6/10/2010,en,6.3,3140,"Action,Adventure,Drama,Family",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
Fifty Shades of Grey,2015,40000000,166167230,404830871,570998101,2,530998101,0.9299472276178375,13.27495253,0.7089881214858892,2015 Fifty Shades of Grey,21.229,2/13/2015,en,5.4,6451,"Drama,Romance,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
American Hustle,2013,40000000,150117807,107760487,257878294,12,217878294,0.8448880695635438,5.44695735,0.417873429,2013 American Hustle,12.481,12/12/2013,en,6.8,4443,"Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Lucy,2014,40000000,126573960,330933816,457507776,7,417507776,0.912569792,10.4376944,0.7233403088650454,2014 Lucy,16.73,7/25/2014,en,6.3,10019,"Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
Lone Survivor,2013,40000000,125095601,24709031,149804632,12,109804632,0.7329855594852367,2.7451158,0.1649417022031735,2013 Lone Survivor,15.404,12/24/2013,en,7.4,2289,"Action,Drama,War",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
The Social Network,2010,40000000,96962694,127959441,224922135,10,184922135,0.8221606779608419,4.623053375,0.5689055058987413,2010 The Social Network,15.889,10/1/2010,en,7.2,6116,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Ride Along 2,2016,40000000,90862685,33964631,124827316,1,84827316,0.679557317,2.1206829,0.2720929367735504,2016 Ride Along 2,12.977,1/15/2016,en,6.2,939,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Get Hard,2015,40000000,90411453,16100000,106511453,3,66511453,0.6244535317718368,1.662786325,0.1511574534618357,2015 Get Hard,12.129,3/27/2015,en,6,1469,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Accountant,2016,40000000,86260045,66702038,152962083,10,112962083,0.7384972849774804,2.824052075,0.4360691008633819,2016 The Accountant,13.81,10/14/2016,en,6.9,3407,"Crime,Thriller,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
Dumb and Dumber To,2014,40000000,86208010,70345582,156553592,11,116553592,0.744496441,2.9138398,0.4493386648068733,2014 Dumb and Dumber To,15.964,11/14/2014,en,5.5,1842,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
The Other Woman,2014,40000000,83911193,111200000,195111193,4,155111193,0.7949886965223979,3.877779825,0.5699314236677339,2014 The Other Woman,11.894,4/25/2014,en,6.3,2276,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
The Intern,2015,40000000,75764672,121351038,197115710,9,157115710,0.7970735057089057,3.92789275,0.6156335179981341,2015 The Intern,14.377,9/25/2015,en,7.1,3373,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Bridge of Spies,2015,40000000,72313754,90184584,162498338,10,122498338,0.7538436362346057,3.06245845,0.554987732,2015 Bridge of Spies,12.836,10/16/2015,en,7.2,4313,"Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
"I Love You, Man",2009,40000000,72013010,20289492,92302502,3,52302502,0.5666422996854408,1.30756255,0.2198151898417661,"2009 I Love You, Man",9.37,3/20/2009,en,6.5,897,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Hacksaw Ridge,2016,40000000,67209615,101695067,168904682,11,128904682,0.7631800402075296,3.22261705,0.6020855419508147,2016 Hacksaw Ridge,24.074,11/4/2016,en,8.1,6608,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FALSE
Unknown,2011,40000000,63686397,72436686,136123083,2,96123083,0.7061482952160288,2.403077075,0.5321410917500303,2011 Unknown,12.08,2/18/2011,en,6.6,2043,"Action,Mystery,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE
